Handedness,Landmark_0_X,Landmark_0_Y,Landmark_1_X,Landmark_1_Y,Landmark_2_X,Landmark_2_Y,Landmark_3_X,Landmark_3_Y,Landmark_4_X,Landmark_4_Y,Landmark_5_X,Landmark_5_Y,Landmark_6_X,Landmark_6_Y,Landmark_7_X,Landmark_7_Y,Landmark_8_X,Landmark_8_Y,Landmark_9_X,Landmark_9_Y,Landmark_10_X,Landmark_10_Y,Landmark_11_X,Landmark_11_Y,Landmark_12_X,Landmark_12_Y,Landmark_13_X,Landmark_13_Y,Landmark_14_X,Landmark_14_Y,Landmark_15_X,Landmark_15_Y,Landmark_16_X,Landmark_16_Y,Landmark_17_X,Landmark_17_Y,Landmark_18_X,Landmark_18_Y,Landmark_19_X,Landmark_19_Y,Landmark_20_X,Landmark_20_Y,Label
Right,0.617046177387238,0.609352827072144,0.670601427555084,0.525583386421204,0.690605640411377,0.445369601249695,0.694241046905518,0.367968082427979,0.699684917926788,0.312652796506882,0.593515515327454,0.34924128651619,0.574521958827972,0.231232687830925,0.555805087089539,0.164505437016487,0.538269937038422,0.115192592144012,0.547378063201904,0.361602514982223,0.502308189868927,0.235553205013275,0.46712452173233,0.162302896380425,0.438788622617722,0.110162824392319,0.507918417453766,0.399203956127167,0.457667142152786,0.284926891326904,0.425016045570374,0.222425356507301,0.399355202913284,0.177537307143211,0.476073086261749,0.456562638282776,0.422114700078964,0.378425508737564,0.393618822097778,0.33013242483139,0.372085928916931,0.286356627941132,back
Right,0.621777236461639,0.656091570854187,0.671625435352325,0.56575483083725,0.691651046276093,0.483105421066284,0.699815452098846,0.406546086072922,0.70955491065979,0.350633531808853,0.58688098192215,0.395916849374771,0.570623695850372,0.279929637908936,0.55698424577713,0.212262734770775,0.543310463428497,0.158710181713104,0.54072105884552,0.41011643409729,0.497816890478134,0.282640039920807,0.467936038970947,0.211181834340096,0.444572985172272,0.159828782081604,0.503492891788483,0.445707023143768,0.454919725656509,0.338925510644913,0.425081491470337,0.278791964054108,0.402297973632813,0.235253319144249,0.475102961063385,0.496031105518341,0.427553981542587,0.419342756271362,0.399931192398071,0.37307396531105,0.377336859703064,0.332277029752731,back
Right,0.602805912494659,0.661648571491241,0.654813349246979,0.574028551578522,0.676720976829529,0.497109055519104,0.686300814151764,0.420016974210739,0.69999635219574,0.363086432218552,0.576030373573303,0.416231870651245,0.561300992965698,0.299094051122665,0.549164474010468,0.230933427810669,0.536524653434753,0.177587375044823,0.529255092144012,0.429988712072372,0.491506814956665,0.302274584770203,0.463236272335053,0.230687856674194,0.439506411552429,0.178727641701698,0.492280006408691,0.463103979825974,0.449533432722092,0.35279643535614,0.423043936491013,0.291321754455566,0.401758193969727,0.248630300164223,0.463681817054749,0.509252548217773,0.419998109340668,0.428662419319153,0.395072549581528,0.380586266517639,0.374411344528198,0.340958058834076,back
Right,0.615342259407043,0.65891045331955,0.669493317604065,0.579586207866669,0.695765614509583,0.508677244186401,0.707821249961853,0.435882240533829,0.722417771816254,0.383196622133255,0.599233448505402,0.415388196706772,0.590603888034821,0.30419385433197,0.580599009990692,0.240092024207115,0.568933844566345,0.188451364636421,0.552142083644867,0.423909038305283,0.521144092082977,0.300217151641846,0.498929888010025,0.230133786797523,0.479815989732742,0.179134875535965,0.513499796390533,0.453274965286255,0.475684762001038,0.3473781645298,0.454267203807831,0.286620020866394,0.438547939062119,0.243551209568977,0.482006639242172,0.49573090672493,0.440893560647965,0.41955840587616,0.421194404363632,0.370495349168777,0.407097578048706,0.326751381158829,back
Right,0.613697648048401,0.660344123840332,0.672372579574585,0.587145268917084,0.701291978359222,0.517939865589142,0.715434908866882,0.444316774606705,0.733380138874054,0.392244189977646,0.612286806106567,0.423504680395126,0.607105195522308,0.309488743543625,0.599814236164093,0.244064643979073,0.59209144115448,0.193510368466377,0.565415024757385,0.425847232341766,0.536814212799072,0.296600520610809,0.516281962394714,0.225483626127243,0.500166296958923,0.174128413200378,0.524705350399017,0.450347244739533,0.490350365638733,0.336953163146973,0.471828490495682,0.274264812469482,0.458985090255737,0.230393156409264,0.490942269563675,0.490048795938492,0.452628076076508,0.408702194690704,0.434821099042892,0.359731435775757,0.422744870185852,0.316614508628845,back
Right,0.583896815776825,0.659229874610901,0.645285606384277,0.588711619377136,0.675818681716919,0.518505215644836,0.691684901714325,0.448566436767578,0.708727240562439,0.398491948843002,0.589325129985809,0.419951617717743,0.587345838546753,0.310225367546082,0.582509875297546,0.245268374681473,0.576541304588318,0.19609722495079,0.540783524513245,0.423453867435455,0.518520474433899,0.298025161027908,0.501007676124573,0.225751549005508,0.48685023188591,0.174107581377029,0.499244123697281,0.446783840656281,0.469843059778214,0.336330652236938,0.453329741954803,0.272372990846634,0.441156715154648,0.225968971848488,0.463811337947845,0.48402065038681,0.432515859603882,0.402879685163498,0.415816932916641,0.353362619876862,0.404913604259491,0.311855882406235,back
Right,0.571061491966248,0.655961453914642,0.634424805641174,0.591018438339233,0.667979955673218,0.52429187297821,0.686096787452698,0.454818964004517,0.705158174037933,0.406765788793564,0.579259634017944,0.42064568400383,0.583339393138886,0.308452248573303,0.581761002540588,0.244090005755424,0.578196823596954,0.19555439054966,0.532845318317413,0.422293961048126,0.516452550888062,0.293419361114502,0.500575661659241,0.220193326473236,0.486985921859741,0.169408440589905,0.492434710264206,0.444308191537857,0.468105494976044,0.330022573471069,0.45466160774231,0.266400784254074,0.44410839676857,0.222405150532722,0.456658244132996,0.479347199201584,0.426073253154755,0.395500063896179,0.411398470401764,0.345255196094513,0.402412593364716,0.302239000797272,back
Right,0.571527719497681,0.657180488109589,0.635889768600464,0.597836911678314,0.673947155475616,0.534548342227936,0.696610629558563,0.467205703258514,0.718207120895386,0.416348040103912,0.595221698284149,0.422365516424179,0.606083571910858,0.306171119213104,0.609448432922363,0.234968841075897,0.609937131404877,0.175206154584885,0.548310577869415,0.417702376842499,0.540863811969757,0.283974289894104,0.532326936721802,0.201031401753426,0.522844910621643,0.136516988277435,0.506583333015442,0.437228411436081,0.484280407428741,0.321303874254227,0.470697432756424,0.249456733465195,0.461419194936752,0.195293620228767,0.469959706068039,0.472917586565018,0.443480104207993,0.390225529670715,0.431163340806961,0.335810095071793,0.423509001731873,0.288093209266663,back
Right,0.580014228820801,0.664626121520996,0.643597602844238,0.603359222412109,0.680553257465363,0.537201404571533,0.70354038476944,0.471174538135529,0.725122511386871,0.421232223510742,0.601114809513092,0.4248366355896,0.614352703094482,0.312374353408813,0.619138717651367,0.240934506058693,0.62065052986145,0.181744977831841,0.555649340152741,0.422011017799377,0.548238515853882,0.286693722009659,0.540957272052765,0.202901050448418,0.532430529594421,0.136834174394608,0.514607667922974,0.442474395036697,0.492446780204773,0.321686029434204,0.480527430772781,0.248855292797089,0.47222626209259,0.193137109279633,0.477948248386383,0.479006260633469,0.45017746090889,0.390999019145966,0.437543481588364,0.334315776824951,0.430234462022781,0.285383939743042,back
Right,0.582841992378235,0.679185450077057,0.649503588676453,0.618603944778442,0.688659429550171,0.55537474155426,0.71431314945221,0.489865928888321,0.736960053443909,0.441441982984543,0.616731345653534,0.438162326812744,0.633153140544891,0.322902858257294,0.640397906303406,0.253072559833527,0.643752753734589,0.195054575800896,0.56985992193222,0.430662781000137,0.569947302341461,0.293644845485687,0.566438615322113,0.211459055542946,0.560452997684479,0.148908913135529,0.526136040687561,0.44721594452858,0.510315299034119,0.324761688709259,0.501592457294464,0.251691937446594,0.495458126068115,0.198257714509964,0.487243235111237,0.481077551841736,0.464412271976471,0.391508251428604,0.453832566738129,0.334595143795013,0.44757679104805,0.286013811826706,back
Right,0.579403460025787,0.677302002906799,0.645025312900543,0.61935555934906,0.686162948608398,0.55722850561142,0.711585819721222,0.492685914039612,0.733325302600861,0.444188475608826,0.60793524980545,0.436928182840347,0.625045537948608,0.324347138404846,0.632650017738342,0.25469559431076,0.637250602245331,0.197946324944496,0.562933146953583,0.430102944374085,0.561553061008453,0.296653181314468,0.555663883686066,0.21458800137043,0.549007177352905,0.151790827512741,0.521148204803467,0.447556436061859,0.502188205718994,0.329220235347748,0.491277784109116,0.258357554674149,0.483867824077606,0.204092279076576,0.48163902759552,0.482068717479706,0.453952103853226,0.398792922496796,0.440468549728394,0.3448266685009,0.432032465934753,0.297169327735901,back
Right,0.607483863830566,0.696087956428528,0.67640084028244,0.634703516960144,0.714381992816925,0.569683611392975,0.736789107322693,0.502301692962647,0.758114099502564,0.451604545116425,0.636686384677887,0.451169043779373,0.651234328746796,0.335044473409653,0.65618896484375,0.265725016593933,0.657618463039398,0.208332568407059,0.590708076953888,0.4436254799366,0.589292526245117,0.307825088500977,0.58283668756485,0.225922241806984,0.573983013629913,0.161788940429688,0.546549320220947,0.461547166109085,0.524734735488892,0.343103766441345,0.510235786437988,0.273344874382019,0.498985350131989,0.221640020608902,0.507059574127197,0.498313665390015,0.473126500844955,0.420112878084183,0.455354988574982,0.369253635406494,0.442250609397888,0.326130151748657,back
Right,0.643794417381287,0.697596549987793,0.705699741840363,0.632426261901856,0.737218141555786,0.566297113895416,0.75614607334137,0.503326296806335,0.777895390987396,0.456948161125183,0.659339249134064,0.446355104446411,0.672657489776611,0.338468849658966,0.678815484046936,0.273105680942535,0.681408941745758,0.217027559876442,0.617785453796387,0.441119313240051,0.613971173763275,0.312190532684326,0.607431769371033,0.233142256736755,0.598727643489838,0.169547379016876,0.577322900295258,0.463625580072403,0.551733434200287,0.35052627325058,0.535702228546143,0.281879663467407,0.522769451141357,0.226947605609894,0.539794445037842,0.507527351379395,0.498102575540543,0.433504402637482,0.474905550479889,0.384729325771332,0.45617613196373,0.339458346366882,back
Right,0.653389096260071,0.711362838745117,0.714783430099487,0.644858956336975,0.746425211429596,0.575683832168579,0.766066551208496,0.505405008792877,0.786756455898285,0.453686028718948,0.672784686088562,0.466149508953095,0.678575158119202,0.348523020744324,0.678533613681793,0.2777039706707,0.675310075283051,0.217341408133507,0.628220736980438,0.459092438220978,0.621435642242432,0.320188641548157,0.613590061664581,0.237942799925804,0.603649139404297,0.173266381025314,0.586895346641541,0.475502461194992,0.563933491706848,0.354258030653,0.5501429438591,0.281202286481857,0.538784503936768,0.226566925644875,0.550453186035156,0.508827745914459,0.52507472038269,0.419498413801193,0.514171063899994,0.363121569156647,0.506688594818115,0.314324647188187,back
Right,0.64756190776825,0.699919700622559,0.709494054317474,0.633833229541779,0.744666814804077,0.565291166305542,0.765491008758545,0.494192808866501,0.788381159305573,0.439863383769989,0.668388187885284,0.453369170427322,0.680495619773865,0.334997713565826,0.683803915977478,0.264466047286987,0.684763908386231,0.207945019006729,0.622933924198151,0.448742985725403,0.619807720184326,0.309292793273926,0.613903522491455,0.22516143321991,0.60794597864151,0.162669211626053,0.581940352916718,0.46768394112587,0.563493490219116,0.342148452997208,0.552295088768005,0.266307532787323,0.545541405677795,0.21044385433197,0.545423984527588,0.502581059932709,0.521835267543793,0.409602016210556,0.513172507286072,0.351752460002899,0.509833216667175,0.301529169082642,back
Right,0.639066338539124,0.696905136108398,0.703311622142792,0.627343535423279,0.738331079483032,0.553130745887756,0.751469492912293,0.473884731531143,0.773058593273163,0.413685232400894,0.670921444892883,0.448927700519562,0.681109428405762,0.332021236419678,0.685459554195404,0.261253952980041,0.688168227672577,0.202625334262848,0.625937402248383,0.440723091363907,0.627947926521301,0.305010974407196,0.625216603279114,0.222070038318634,0.621996700763702,0.156580865383148,0.583832204341888,0.456830203533173,0.570334494113922,0.334201812744141,0.562301576137543,0.25875848531723,0.557791173458099,0.20122167468071,0.544150829315186,0.490563750267029,0.529201149940491,0.397211700677872,0.525141000747681,0.337903589010239,0.524186611175537,0.285458147525787,back
